,business_id,user_id,review_id,stars,date,text,useful,funny,cool,sentiment,weather_prob,service_prob,food_prob,price_prob
23299,TyBZCT3yOVfrJnMgG0tH4Q,hrgiN3RZ5h6G8csvGjfJkA,nw8BKwI3Wu2V46aORnN3ng,4,2020-07-23T12:38:01Z,"I go here for my cream cheese cake. I think they have the best desert, generally. However, I can't say the same about the other food items. They just don't seem right to me.",1,0,0,NEGATIVE,0.07011337578296661,0.13354894518852234,0.9939199686050415,0.2501494586467743
39267,UPeIqSldWfA5M4gA--z-Yg,yoO-jF_1_oEcaZrTbmGiKg,lOAbeGxDIl02K1i1mKuNcQ,1,2016-06-13T15:55:41Z,"Main issue here was this is one of those McDs that charge 30 cents for one sauce. No thanks!!! I should get at least one sauce if I just spent $8 on a meal, c'mon now stop trying to nickel and dime customers. That might help you in the short run but personally it really aggravates me and I will tell others not to come to a place managed this way. I came during early lunch time and got a chicken sandwich. The chicken was clearly not freshly made and was dry, my fries were over salted, and my coke tasted gross (had hints of dr. Pepper in it). The service in the drive thru was unfriendly. Employees did not show any enthusiasm and looked tired. This was the about the 5th (and last) time I went to this store and the other times weren't good either, so I decided to write a review this time.",0,0,0,NEGATIVE,0.03400573506951332,0.6711521744728088,0.9804702401161194,0.9959445595741272
49418,4k6SmsjWhcQJ40b2un18DA,3ZLRP5_KbrXFu1bJ-UxDEA,hSwrL3P5VJoVA_n-IilTuw,1,2020-08-27T00:10:42Z,This is one of the worst Popeyes I've ever been to. I placed my order and it took over 10 minutes to get my food. And it's not like they're making fresh food. The chicken was old and not good. The sweet tea taste like it was made the day before and left out. And after I got back to my home I felt sick. Be smart and don't go there.,0,0,0,NEGATIVE,0.5355597138404846,0.9863893389701843,0.9976051449775696,0.5089863538742065
20661,_ljP8KWwMTSMOv_zGW6nBA,WBj50KJCMpbqDEVVJflWZQ,nb5nvWLFfrZEsXcpLw4O9A,3,2014-08-21T05:46:26Z,It's Mc Donalds in a Walmart. Not particularly clean or fast. Friendly though so I gave them an extra star.  Half the dining area was closed off when I stopped in so the only seats that were available were stools. I hate stools.  At least their chicken nuggets were fully cooked. Skimpy on the Sweet N' Sour sauce though.,1,0,0,NEGATIVE,0.4996456205844879,0.9358145594596863,0.9981548190116882,0.617335319519043
22919,nmWOrJHm5qSYzhZINwqXqg,Kpkrdkm3hn3bzWNGZwkntg,KwzqphebDMads2lkEFm0Zw,1,2017-10-22T02:44:29Z,"Made the mistake of going here before the LSU game tonight! After waiting in line for over ten minutes I get up to the window, the moron at the window told me she only had 10 of the 16 pieces I ordered! Really it was 5:30 on a Saturday night!! Wtf this is your business!! At least she told me they didn't have the chicken instead of just shorting me like they have done several times in the past!! But I realize that part of the fun going to ANY Popeyes is to see just how screwed up they can mess up your order! It is always fun to see just exactly how many pieces you actually get when you order a 10 piece box! Most of the time it's 8 or 9 and very rarely 11. But to actually get 10 is like a total eclipse.... it happens every 25 years.",0,0,0,NEGATIVE,0.06179819256067276,0.8622311949729919,0.9916774034500122,0.2587530314922333
15719,6m_4mndX68YhS7daKo_5_g,zzgLgszu48af4NJULymzAA,h2Tm2LzrsenaaA4ydNCJvg,1,2019-09-13T22:34:59Z,"The employees of this store have NASTY attitudes! It's a group of women with horrible distasteful attitudes! I did a mobile order online and my coworker went to pick it up well who ever bagged the mobile order mixed 2 orders up and put them in one bag. So when I checked my order it was the right sandwich, but I was missing two cookies. I called the store and whoever answered the phone argued me down about how she put the cookies in the bag. I told her mam if you put the cookies in the bag. I wouldn't be on the phone if you put the cookies in the bag, so she finally says are you going to come pick them up...uhhhh duhh!! So I explained to her when I got in the store that whoever bagged the online order bagged 2 separate orders in one and that's how the order got messed up. She gave me 2 burnt chocolate chip cookies and a nasty attitude.",0,0,0,NEGATIVE,0.0984986275434494,0.8831843137741089,0.8001202940940857,0.22019122540950775
4761,aNtKyc2rr-uK5cqzY9TVQQ,K8_kxQ6IQ_4O8RXioJd8uQ,CTJzYKWxLRzqADxM9hVPIA,4,2019-10-19T23:59:08Z,I drive to this location that is further from my house Because the employees are nicer and they don't chintz on the portions  I love chipotle,0,0,0,NEGATIVE,0.08608431369066238,0.9688496589660645,0.9885286092758179,0.11752122640609741
15334,aF5m1YyHVh_sFoCgPVZT5g,5TJ7yci4FIzeJVt-13Bc7w,0filEiA60kNBavbASBHvtA,1,2016-08-08T05:45:39Z,"Stopped here on a road trip back from Cincinnati to Milwaukee.   Ordering: Decent. Soda Fountain: Low supplies, liquid and ketchup spills everywhere, overflowing garbages of napkins and straw wrappers. Dining area: Use at own risk. 200 ants surrounding spilled food, garbage and food on floors, tables sopping wet with chemical cleaners (they tried). Garbages: Overflowing. Trays stacked up a foot high.  Bathrooms: Unusable. Toilets overflowing in women's, urine all over the place and unstoppable water flow from sink in men's. Employees: I feel bad for them. Manager: Apathetic about complaints, stating,  This is just how it is.   Submitted a formal complaint to corporate. Hopefully things will get straightened out!",1,0,0,NEGATIVE,0.07186832278966904,0.5873406529426575,0.7431580424308777,0.12782494723796844
62554,Un6UO11mgLC6oRgozaJAKw,nCIkw7nb6-mbZJdSp2RCYw,1VGNFnOiAT9UFCsqgkyfAQ,1,2020-09-06T23:39:38Z,"Never ever use the Chipotle App, I waited forever for my online order while customer after customer was taking care of in the line. Finally a girl who I assume is some sort of manager told a kid to do the online orders which were hanging on the floor.  Neverrrrrr again!  Stay away!!",0,0,0,NEGATIVE,0.02287844568490982,0.8859531879425049,0.7994457483291626,0.3622772991657257
46082,viAxqmkYiq4PK9eR5KBzdA,I3nOVYI7saPlJDxJSyXJ1A,_NOT6l4Ajlj_QpThJ4morA,3,2018-04-21T18:49:23Z,Got my order right and service was fast but food was cold and less than average. Do yourself a favor and just drive a little further to McDonald's,0,0,0,NEGATIVE,0.10165949165821075,0.9716333746910095,0.99432772397995,0.22405081987380981
22860,EUiV2nhMgXZHL--ofr3Xdg,TDRI4TlxZSdeOTTX84-WbQ,S9qHX98YM30eVHfFbAad6A,1,2017-03-14T00:39:31Z,"not only check your bag to ensure your order is complete, but check your drinks to ensure you just did not buy a cup of seltzer or instead of coffee a cup of hot cream stuff..  the coffee has happened 2 days in a row and at different times...  its like they took the hot water and put it into the cup then added the cream...  even stressed that they make sure the soda is happening and not straight seltzer..  Not...  and told them to make sure its coffee and not just plain water in my cup of coffee with sugar and cream..  well got seltzer no sprite..  got hot water with cream - no coffee and no sugar...  and this for 10.00 an hour for them to get paid for working fast food...  as of now will be going in or going to a different location from now on...  emma w",0,0,0,NEGATIVE,0.028735768049955368,0.9733075499534607,0.20327000319957733,0.02475157380104065
11978,2VfHzfVG4h61vFI6bh4xmA,Kx5gJyZ6QEL29oceCJjKYQ,M98ctbx6nHNUmYU7BKGAVQ,1,2014-10-02T00:25:56Z,"Subway:  Sorry, we're out of Italian bread  Me:  What??? For how long?  Subway  An hour  Seriously?? You had one job. Your SUBWAY.  FAIL.",1,0,0,NEGATIVE,0.0018122773617506027,0.9947309494018555,0.9917120337486267,0.018099850043654442
43738,EufWNpWJP9HnhvijYtnb3w,MvptDn22GedMkguCIMLKIg,7wnLFY3kZ_IiTTGtXjfsvA,1,2020-12-20T21:38:46Z,Drive thru only. Takes 4-5 minutes for each car. Chick fil a puts them to shame. How can they even keep the place open?,0,0,0,NEGATIVE,0.13194605708122253,0.931110680103302,0.979631245136261,0.43813732266426086
4575,iUvmu6k_GyMlIjw67dTweA,y--xnOowIQDWfLYgC4iURw,F9DQcx2qyAMGkXGbeWkpxQ,1,2021-06-07T23:49:50Z,"By far, the worst Chipotle I've been to throughout the country. The counters where they prep the food were disgusting. The food looked like it'd been in the warmers for a few hours.",0,0,0,NEGATIVE,0.32386520504951477,0.5579182505607605,0.9839290380477905,0.11517443507909775
20064,jWljp4qLuqr968VFA4EWrQ,b0BCSwuRj8eJXobtNZ714w,n3PFP0fEQUn5AFnL1EoraQ,1,2016-12-08T18:02:16Z,Terrible customer service. Won't deliver 1.77 miles away because  it's out of their area  and will not heat up sandwiches  because our sandwiches are cold . There's absolutely a better way of handling customers requests other than the way they handled mine today. Good riddance.,1,3,0,NEGATIVE,0.22151631116867065,0.9914933443069458,0.985681414604187,0.051820144057273865
60372,UYEbpQ_VoikTn2kgbgAMwQ,jmPML5GsTBuUPa5eGyhPNQ,zHQl_6B74mOBy-GdhC339w,1,2018-11-06T18:14:41Z,"Dirty restaurant, dirty bathrooms.  More details?  Tables not cleared, food on floor.  Dirty floor, sinks, commodes in bathrooms.",1,0,0,NEGATIVE,0.02569526433944702,0.801935076713562,0.9114013910293579,0.06847315281629562
8311,ESPdkRZVHOI5r_GxNT9P0Q,-wdWkg4IczkFTL1eSb_Vsw,b2g9qD82ILQp7lrQqHRhDg,1,2017-11-23T14:02:14Z,"Wendy's was my absolute favorite place to get breakfast when traveling through BNA.  I have made comments to management in the past that Wendy's breakfast needs to be sold outside of the airport and suggested to friend that they should try one of the panini combo's. But today, Thanksgiving, they totally missed the mark. See my two pictures. Panini - bread was torn off one side and paper from the cheese (?) was left inside the sandwich. The manager was gracious and offered her apology and was clearly disappointed.  She offered to remake the sandwich but I declined and accepted a full refund. I then went next door to Popeye's for breakfast. While good, the hash browns can't beat the home style potatoes and panini.",0,1,0,NEGATIVE,0.01086332742124796,0.5262523293495178,0.9633815884590149,0.08234772831201553
16190,EskCfGwwGPLzNLzELe-7yg,zdYXZmi_ePVzBqhx0RLyfQ,OWLGBdmCVb7qD4w29EHvmQ,1,2018-03-03T21:47:12Z,The staff was not very friendly. After my sandwiches were made I had to ask for a bag. I had to put my 4 sandwiches in the bag myself then when I asked for a bag for my chips I had to get my own bag and put the chips in the bag too. I was the only customer in the store. They four employees were to busy talking to each other to do anything else.,0,0,0,NEGATIVE,0.10382150113582611,0.9670743346214294,0.9595511555671692,0.04183071851730347
32752,NZCkNDia4awBFHGFtEYxTQ,wqvHvoP3K8zWLffOCi5zpg,tC_yMiecLwnaJRDclWMwNA,2,2017-10-07T21:40:32Z,"Pizza hut is not the same as it used to be. Food was always delicious rafting and fresh. Seems Everytime I order now. The food is not up to standard and more on the greasy day old side. Sad, because they were my favorite go to at one time. No more. Great for cheap meal. Not so much for fresh meal.",0,1,0,NEGATIVE,0.404983252286911,0.3199041485786438,0.9879683256149292,0.6289873123168945
14730,vteNMbJP2sIIiHoY5f5bbw,UzJwjIMLZra1M77ptNFyyA,xq4hTxKVa6-RU67yIZGVJA,1,2015-07-02T03:57:17Z,"Worst Pizza Hut ever. Never can get an order right the first time. Today I called in for a wing order, the same as always and they tell me they can't give me all flats and no drumsticks.  The kid that answered the phone said I could talk to a manager and see if they would possibly give me all flats. I told her I would go elsewhere. Ordered on wingstop.com and what do you know I can order all flats even online. Pizza Hut you suck",0,0,0,NEGATIVE,0.27993613481521606,0.9774456024169922,0.9602117538452148,0.45113661885261536
35054,mVZhzTJ5xoneXa9XMWRyCg,EryvaUTsMnk26eiauFWapQ,Y24_amHwwULbA2zkDQeWZg,3,2019-12-20T02:24:49Z,"I just went to this location to buy dinner for me and my husband. I thought I would try the new bar b que sandwich. A Delightful young man, in training named Jose was taking my order. He was having a small amount of difficulty. A 20 something Hispanic gal, slightly heavy build with dark framed glasses took over. I told her 3 times what I had ordered. A double quarter pounder with cheese meal upsize for my husband and a bar b que sandwich meal regular size. She kept saying it was 27 dollars. I said no it's not. One meal is 8 and one is 7. She said you ordered a large meal. I said a large fry does not cost 10 dollars. She said you ordered bacon on your quarter pounder. I said no I did not. I said you are not lstening. I repeated my order again. She then realized that she had put an extra sandwich on there. She took it off and stormed off. She did not apologize in fact she threw Jose under the bus blaming it on him. I saw her clear the order when she walked up so the fault was all hers. Jose was Super Polite and Gracious. I will come back if he is there. She needs to learn from him.",1,0,0,NEGATIVE,0.47887706756591797,0.9256609678268433,0.9829201102256775,0.9042487144470215
50344,WDT18nI5VIOI1b7z1G7_LQ,xekc4Jo-Gr_voW2HxWUMPQ,tLzITXR6l0EAOPTAzG9Ltw,2,2020-06-09T04:48:30Z,This had to be the absolute slowest Chick-Fil-A on the entire planet!  The food was exactly what I ordered and the service was  polite  it was just slow.,1,0,0,NEGATIVE,0.02469143085181713,0.9565478563308716,0.9675328135490417,0.07032909989356995
62241,uupdI7jlavQBKXme3NS6cA,I0UKfp5Cl4trS1vRzZiiAA,TevKFRNy0rQfhNMhDi9ygA,1,2020-07-15T08:25:06Z,"I have been here dozens of times without issue, several for pickup, but the last couple of times I've tried to get a pickup order (one via the web, the other via the app), I walked in to find a ton of people waiting and no food on the pickup shelving.  Nobody said anything to the people just waiting around, many without masks. I asked the guy behind the counter, he tried to find my order, but after scrolling through dozens of orders, he couldn't find me.  I didn't feel it was safe to hang around and get it sorted out, so I left.  I've had many good experiences at this location, so I tried again the following week. I placed my order via the app and I arrived to find the same scene - dozens of people waiting. Nobody said anything to me, but the lady behind the counter said they had over 100 orders they had to get through.   Is the problem with the software or the people who don't know how to fill orders? I don't know. Either way, something needs to be fixed at this location.   Regarding the people here, everybody I've dealt with has always been very nice, even on the last couple of visits.",1,0,0,NEGATIVE,0.05050340294837952,0.7949125170707703,0.9343144297599792,0.12820224463939667
22815,Tvn4DEIXkRm9QY_IQ_HJJA,0VgjR1syK8LqtFmhED43uA,yFEWM_4On2qFECqKlh6tTg,1,2018-09-17T16:19:02Z,"Orders 4 sausage mcmuffins, gets home, gets 4 muffins, no sausage no cheese. If I wanted to spend $4 on muffins I would of went to Kroger's and got an entire pack for cheaper. Thanks for nothing. Not even worth the mile drive back to get a corrected order.",2,2,2,NEGATIVE,0.04685589298605919,0.8019780516624451,0.985957145690918,0.9626032114028931
20091,9_DJMSzn5PtMit78KFrwaw,nP0cOgBzPR1fc9yRFnDIlg,wXXG71flcnhCOLAujg3ZBg,1,2015-12-27T19:13:05Z,One person manning this busy subway who suddenly disappeared!this is a busy location in the French quarter,1,0,0,NEGATIVE,0.00040984241059049964,0.751364529132843,0.00013340776786208153,0.08249150961637497
4476,c4IkL2K64JeFC7kcnbupsw,tSW713dq9v-UjUpnWReegA,LDP1cm7ebfw5MZ3RcUXCwg,3,2021-08-08T02:52:54Z,Food tasted fine. But they totally skimped on the order. Ordered extra steak and it was definitely not it. Other Chipotles have the correct proportions and this one was just off. Probably won't be back here. 3 stars only because the food was decent.,0,0,0,NEGATIVE,0.2942168712615967,0.5902594923973083,0.9957018494606018,0.3222549259662628
9598,JRgjDdPh-8t2jbxuDMuKqw,hR67ccaZi3l_28uv50uMWw,-b-iwlXAGy6foAuGL2jyvA,1,2015-11-10T01:25:30Z,There's a reason this one gets crappy reviews. Cows working here acting like they're in a blazing hurry with 3 people in line. Gave me 1 /2 ass scoops of everything. Has to tell them 3 times what to put on it. I don't know why you have a tip jar on the counter.,0,3,0,NEGATIVE,0.15562446415424347,0.786204993724823,0.588553249835968,0.45757174491882324
51502,nyZHusbhW8JVonF5I5kJ0w,DB5uuOamJ5N2RZ5ylqOFQw,2IwaclQjFcVSUIDgGv2BFw,2,2019-02-06T04:21:33Z,"This place needs a lot of work. The food is either completely old or it is out of stock and they have to cook it immediately. I'm guessing they are not getting a lot of orders on the steak and they had to cook that whenever I ordered it. It cost several dollars more and I had to wait an extra seven minutes to get it. Then, there is clearly items that look like they have been there for hours. I didn't choose those items but they should be rotating these items even if they do not have customers. However, the food isn't the reason they are getting two stars because I have eaten Panda Express across the country and I'm relatively happy with their food. It is their staff they are rude and need to be far more polite. The woman was completely aggravated with me that I I asked to order the steak that was out and she said sorry we're out and I said are you guys making more and she said I we can but it will be 7 minutes. I said that's fine and I ordered a three dish combo and she made the two dishes and then put a sticker on it and was going to hold it all behind the counter until that steak was done and I told her I will go ahead and take the two items in the lo mein and if she could bring me out the other item. She acted completely pissy. Then at the drink bar, they were completely out of items needed there straws sweetener for the tea and lids. So, this is a people issue they need to work on the people aspect of their business. There are people who need to be far more polite and they need to also do their job.",1,0,1,NEGATIVE,0.33128443360328674,0.9493190050125122,0.9965174198150635,0.6719360947608948
1140,sDbsELyAdRlpAs8vpQeKWQ,w2JFr-9QhG2V2YGFzNMbwA,IYxG3YTx4qxWmCRPzbOl5A,3,2016-12-10T16:54:32Z,"The food here is great, always hot and fresh and tasty. Never had a bad experience with the food in the years I've been coming here.   HOWEVER, I'm deducting 2 stars because this location is in DESPERATE need of a facelift. The building and furnishings are so outdated and just generally run down that this needs a full gut or a tear down to build the newer updated stores they're putting up now. I don't know when this place was built, but it needs updating.",1,0,1,NEGATIVE,0.722483217716217,0.673248291015625,0.9928038716316223,0.7202760577201843
49129,IkqY0OoSd7y3H5soBRFCVA,jUsgLLXCDo3eZLJYNzYBOg,v_P6k-xadsWaXi6luw4JJg,1,2019-12-07T17:52:01Z,"I usually wouldn't review fast food places because why waste my time when they are all basically the same.. hit or miss, same exact tasting food, sometimes hot and fresh, sometimes cold, etc. Well, I feel compelled to write this review because I'm completely disgusted with the food last night. This particular location just so happens to be the closest to my house, although still rather far enough to make me not want to come back if the food is incorrect. I've had a missing taco here and there, but that's just whatever and I don't bother complaining about that. I worked in fast food for years and understand a missing item every so often.. but this experience here last night was absolutely atrocious. My husband and I pulled up to the drive thru at about 10:30pm, and it wasn't busy by any means. The inside lobby seemed closed and there was only 1 car ahead of me in the drive-thru. As we are ordering, the young girl taking the order was clearly distracted (probably by some male coworkers) and you could tell she really wasn't paying attention by constantly cutting my husband off as he spoke the order (uh huh, ok, yeah). So usually since our order is correct for the most part, I didn't bother checking the bag before we left (big mistake that I won't make again!) My husband ordered a number 6 which is two chalupa supremes and a taco. The two chalupa supremes were missing. How do you forget that??? I opened my food, thinking mine was going to be right. Well, wrong. I ordered a cheese quesadilla with no jalapeño sauce. There was enough jalapeño sauce to have someone shitting lava for the next 3 days - it was literally drenched. And, the cheese was not even melted. Seriously, I could have picked each individual strand of shredded cheese off the damn thing. Onto my Crunchwrap supreme with no tomatoes and no sour cream, both of those things were on there so needless to say it wasn't consumed. It took just about everything in me not to call them and scream at them, but I think I'm just going to avoid them from now on. Pissed is an understatement! Idiots...",0,0,0,NEGATIVE,0.15986238420009613,0.03101714700460434,0.9785603880882263,0.03265347331762314
