business_id,photo_id,caption,label
H2HZ5Rz01L2xLzjJR8sQ-g,wPnLnkMc_QPtSn8s5UVvpw,,food
a9OiNtilLvM-jhnlcrXATQ,n5NtcBAfUHTCL2C3xs943Q,,food
p8i9w3vYtkp7U-lvksKrBg,SuQSqd6byEvIa44Qd3Yadw,,food
bU3Z7IiLY0-6sswo8WXeKQ,4_UGt01luef5BTx0r4K6rQ,from poranopasta.com website,inside
UQ0jqOj3e0Eqr1bd6bnL3g,Uyerlx7CPl43UiugGFV8qw,,food
mJRzLUoa6tTgYgLsWX1gBg,6PyUpKf2Xy49XwKb7RWXrw,..,food
G0Poj5ITKDS6_ZB2d2Fqbg,B4NcWJZg6hcnIDaDc05h-g,"Nachos can be loaded w/ grilled adobo chicken, house-made pico de gallo & QDOBA's signature 3-cheese queso, free on any entrée!",food
gltppHhVxJN9ETmQM6BFxg,ugGTHfIVVZ8CqbW91aJgig,Restaurant,inside
9oJinxECxlSutUM0kBOixw,_H6PKh3RUX85E6bNzsibXg,,inside
twCTg_f4zYakb_Pc_bX4VA,3hRSE4-5Wqc96HBghxHOug,,food
SI3q166YxgbxzQxMfpiWjQ,U6u44wkf0wGDlQOJiibZwA,Bayou hot wings and chips,food
CAmP5ARTDq61dH0WcoVB_w,KIRJhtLlyBgVnyaNVgZ_9A,,food
ht0Bws_CncNypqzn3rcrUQ,XNs9Mu_gZV91vPSdx-LpDg,Waiting area opposite ordering counter,inside
xPI3oH63OtsdNRJIR_I1iA,0AQmYtKiLW0mqHXZ3H-iPQ,,food
xf-bwT4rObi3uCYH3d6QSA,GztzQMNgbll6rRFPHGwOZw,,food
Ef1TmoDNhdW0WNlY21wsiw,p13DE8-1JQwsDfn0tZNK2Q,,food
AJf_G2CKc1ZDC2NE4oj3rw,RcBtakF3-euFy6mLaa6mkw,,food
qY4YoWlEn8zB1Ho-DOTQVw,6vvAjFQnQ0ktQpclQOZhSg,Entrance,outside
gltppHhVxJN9ETmQM6BFxg,WAiAXkkx2w8auV2QsW7hww,super friendly worker being silly,food
v17tgCRjuPQiFOq4uvEI-w,r3Lsk0ycmACbB1DVbH3UIA,Dining room,inside
8F6OsZYrl3LbR17teMJWJQ,2dsrSKOIo8g79T9YSAxaHg,,food
b-6ZASm4dBCpPtJnmat7GQ,3uGUxlyLJyGTNL3c3Ld8BA,,inside
q6hWVlVeiCgMgM22wt1wfw,W6z2bIrwNtLy6RyyJUeVSQ,BOUT TO CHOW DOWN!!!,food
Jdkoo5MMmJGQca6bSf1dgg,zjc2UoyVkXlRe1VkKYqPWw,,inside
64DfFB2Dkf1HWT6l2mCvcw,DjeLdCmjR8_wo51op2N-hw,,food
wssvWdYedb47x16QfuJ-ug,tC9WHo4zEvj-K-1huoWBaA,,food
0dzW328vFS78FjYMA62tRg,J1mmKLC7o8QoYE9vH9oS-g,,food
d6nMMyfNmja2w4yM79XaGQ,SPG1d-kWs3IPweWWKso1TQ,,food
EEMdwkN9Arbv3lPhKS2Muw,E5L6rICXsoBxYLtFkcYNFQ,,food
7whDgmvqQYFUidvzd9t9UQ,f-0yWuqBxKCIv2BlzYtRvw,Fresh Rigatoni,food
yQK-MSBijno2iMfUZ2JjzQ,spjeESVkLNkvxW2zbtef_Q,"Salads are made with crisp romaine and optional flame-grilled fajita vegetables, freshly-made pico de gallo and chile corn salsa",food
j7YF1Zzk8NZy867szWl_jA,l-a0e2KM5l9TVB83Xdpd1g,,food
enG8SY3o6gy5iAxn-jUhIw,ftUlvDG3mG7R_p9PkNU_Aw,,food
UGJsZfsSM2Ed0Fk4kn-p5A,Hr6EraNEeOr4JohTGJRExA,dining area,inside
0CeDwvLyRVgr-fq-DHk1sQ,knsFbE8mANzsQmMVSBDDjA,,food
SfQVDenCq9MneTIul9gZhA,UV_LWggac9ceEhjsoKmGMw,,food
GUH9h8yQzSY3s8P3Nssidg,v0AcJjmNtahUtM7kXk1PZw,,food
7-cy4Gphx_pd5YElcA6Ocw,8CCgf0PwYrVFtDeNNPY-7Q,,food
t132qqcNfr_3ZASDxhdn_Q,V9wiNwct_coMzw-RmGyqPQ,,food
Xd6TvXLanVmLTMbvgKn9ZQ,pSQd8jnpXjyirKq3esVbAA,,food
wGYQmcyHm-zyX6GO9u5nlg,rPQBfrx2jcS0f205T9X4hQ,"Earn points, score rewards, and place your order on the QDOBA Rewards app",food
AfM_dYO_LTqQz33qHbT45A,u9R1CRKRj70ONCHVg5YHOg,,food
C1mG3LsJP5zv9tAHSiq1nQ,UFsgn_zk95RLmk5xcGZjrg,,food
f4ouae_IyCaqGo7zERBXqQ,E_vFVH17JAhY9NCVmPcJww,,inside
CpaCtUbaj4rXglg8604r4Q,ZXXssc4SAqtOdGVtXe5bjA,QDOBA's signature 3-cheese queso pairs perfectly fried in-house tortilla chips or on any entrée at no additional charge!,food
G0QmHV7w2Sil4Xj7LJFsLA,47vtCP0kWKs1E3ZWpbgmsw,,food
EEe_ma0dyyj3Ms1JrvzVbQ,wExhDVFA2XbDWrv6GbOhzQ,,drink
qmaI4o8RQC1SF9VsxY4VFw,1CiC7H-bbpLLd14L_YCz7w,,food
XX0xyWDpFc6Diq-XVHUckg,sTTH8i-Vzm-zTthuJh5omw,,food
ak5cTOoVvZLaRcyqg05K4w,4Xepvag8mUAK8iSWzXv6Ew,,food
0A_TxKByQxEbQNr_0tpHbw,jl0LHAHKiapzKFIEc3iARA,,food
ECKM8nAroILwEcq6Y8_snQ,lb9k_az_BpoR-zn6T9oxvg,,food
YdmWOkUUAUC2nzN8-QsCAg,R1CvWFHY_nY1JSuqFSAwVQ,,inside
Sh9_RIUFGWkFjud18WZZ9Q,Syweb2RrFUVCl4EbfveSQA,,food
PEs5kilsGdB31jSt84ItuA,NBKV6IvkyivuZmBfGMaPfw,,food
JjmmSW_QQh2Db4fuIEMATA,NallTr1YN9E0zaKRNnZNTg,,inside
x1YPj22nR3b0S_fDVWTGZw,4N-UaJ32_XZA7JvxVxcIpA,Crispy Fried with Honey Butter (left) and Crispy Real Garlic Chicken (right),food
JHhhnSp_4u_09ue_FU5A8Q,eI8rOfss56BCeWxds0P4bQ,,food
5K9oTIa83359gJKHyFPcJQ,irJoawbWb7wGa_FufVvVgg,Kimcheese fish tacos,food
solAArVrEnuZ-qHNmi_Dhg,8jIhqa-ewM5qA6-gweHn8w,Here is my receipt of what I ordered and paid for.,menu
OPL9rMIdmXar332EgqypJA,Vbuj-bCVPAgeuNyPW5N8SQ,,food
hzXmSzmBqgvEkivy7-Mc2Q,93AGiLWHQKyjFF_VTpTB9A,,food
eD_YeWEHWgcjZqwwLdOgBA,9e2lVWObbop4EpMlI9kemw,,inside
LM-GRIDsDrH9jx6-rYXIoQ,UKD3wIzPfEcLmiZlhLLF_Q,,food
1O0teX-jRsmxqDYmRNncSg,wWkkeMUWNdYEJR_FfMgRtA,,food
TvW9PqZgyOOIia3TR84etQ,zuiLKtQuuynxzn-xHRdqng,,food
H3sgqLtC52VTWOY-edFXoA,re21Q4W4gZiGCZAX9vyswQ,,food
M9xwmvCVut-gbmtOgUxtug,1xQHQhGPZPYN0ZngIxYw-A,QDOBA's signature 3-cheese queso pairs perfectly fried in-house tortilla chips or on any entrée at no additional charge!,food
hUG1Eh42Pld2fTpsefw9cg,4Hc2AydtKWgak3HRr7Qaog,Whopper,food
BbCrxOXOO63V6CWrYW1AFQ,xGFNnTY3WopaloNMXQsC0w,"TEXAS CHEESEBURGER: Cheddar cheese, bacon and BBQ sauce. $6.99",food
2-Wm_4iCLaKl3_QO2ClNtA,dQyDKzi9ElkfPUI027eZGw,,food
SdkqjxVbt6Nz98lRYIcBrQ,REnGYbZdiRwSGBweUnU9dw,,food
wsvGdHY8nD5xtMrztt6iBA,Ej11RyFUbIjr-qoGoeAXWw,Meat Lovers Pizza,food
5nqWNo7uVU1Zxm4tjnvkUw,CyGuLmUapDkwQPtA3fRk5A,Slammin salmon! Wish they had avocado as an option!,food
2oh4NJDtqTUO5ZuvCe0hWw,WrxGVyo_udoM7_rbUpudvw,Ketchup bar,inside
f4eJRUZUimlV39x1RK257A,_vkbjVVmH-wKUtmRJmJjtw,,outside
yy5-YZpI5cdV9NcnOrLLoQ,skdZtDq4s2SS_YHFuvMC7g,,food
QMTS_9hfoCeaSLxP0KVqvg,4Gsq_ZVdPWvqOh_VkgnKsQ,,food
llDN-iJ4lMk_SNVfBXqocw,QgSLmosSo52GdQQ786RvUQ,,inside
fv1YcBvRNx0qZBOdeW34tQ,CioXFzXv3kaS5J9BJ6vgpg,Broccoli Beef,food
PbKI7fTEEdSmRefhE8n_XA,4Pf43ZGnwMze_2B5uElajw,,food
RS1IwGcd4zr4zfol3KJp9A,McB9EmDhhJAb-6da2_c-TQ,,food
iQJw5sNNipl5yi8j9oqPhQ,qBC3vYeg_3rCz_B4dTT6DA,,food
13yDsd3lYBR9pQSlcjk1XQ,MIPHAKeVt547i6gxtFSJww,Chicken Pad Thai,food
JA0QoMi09z2nYX_Rlvi9SA,mRMy3LI6L1mNAu9X8sxOFg,,food
7F-A-Q_A0z2vm7gwyDigFg,9TQOuQq-EQyIWMP7FssEpg,Gazebo,outside
_l9v9Yme3MJt-3b80utSEw,P_NRBiB5QDrA6KsnG9yWrQ,,outside
MMpLUBcUOnmTPliIeX40VQ,xPLr2BA5xce4JYSe4aXnpw,,food
1zEziF8riuhZAKxwCJnGRg,EW5agZbu-hgJZJeq4meiLw,,food
jNxvJeAUzzpC7zW3UN78HA,hKx0grJ77BUGqYzQ02VlrA,Tomato Pie,food
dQPccM6B0MyuYJpx7DXlaA,5seJSqnKEFLgHUx869n1ug,"Sisig, pancit, and lumpia! The first of many plates!",food
jN5vIPSJsWt7O9NL9lZY3w,IoCRWCYg27nrjz2XmHGqEA,,food
BYPpaYGiBr1dGlF1pOH9-Q,LmDtWO8q4ObekbCobxSqsg,,food
q1LlkxzJ1VEzKedgPrcDlw,PjHN7jZsFz1XzZagvExKWA,,food
5DFvFAo3zI7sMPspDZKGNg,fPCHZ3mZYm_7dymemow6dg,,food
C3T0t9FoEX_wGOCoXUS5rg,P-WMohjdFV5dQo0KKUEknA,,food
vp_hPIvAcUJ7xjuWxYLZAg,S1fXQ-eD8ol3--knfufQ5Q,,inside
radib3GHt_Up9-zhUjM1ew,tK_QGxUSi6XtmkUFApbKLA,,food
eXH8AvpSarvyO7PCE9K-jg,RWx2qgj6sUIsGNqGEsTtdw,,food
1DAI96tu5hcP_lvKBHVixw,doIRNVCagugL0jghf1Xytg,,food
lNNnuAyi6_W_6hZC1A7pmQ,un0Qfd_GRZzPhd-0UvDxSA,Menu,inside
9QWwqxQkG8Q_cwvkRwPvYQ,lZTGLnVymuiOdNpDvbp7NQ,"Left to Right: Chicken Bacon Ranch, Supergreen Cesar Chicken Wrap, Caribbean Jerk Chicken Bowl",food
JmOL5qRHdqVqTQ1dp2ZKSQ,J_Uxet2ujxUvF1T4lbuTzg,,drink
UK-v9kE16bUrifXmzfFxUw,YLbbo3TB5_IR4dVyuEw0pQ,,food
a-14lvXVCVyuiVWASbNZ1w,VuC0nH7LnZllL-aydmYsZA,,food
0v5gedzRunqlbgtj3u1QCQ,JUvpqbSbbQudOrgHIf-YZw,Bohemian veg soft taco,food
r_A5JPSFpsY31TKGUF_esw,lzNwGJ2wJhY6_s8_S7_qEw,,food
Wy8Hswf2cLQGRZN6armkag,sOhT36bM2LolKFaGEaH-uw,,food
6OnGimVNFS7Q2F8GRzuvog,FWmqIeN-OE-2AtMlldCIPA,,food
R2_2-KMIlpQ9besSEnWxfw,mk7wjMoT5Rf8Y_NtUsnqug,,inside
oJFEyzqsJeCI0JxcEaQqJQ,diqHL3lEpih4KClX6n1t_Q,The Deal.,food
rlpKSu0PxdYeWMtTrdcn1Q,-H9upfhTbAN0bX9y-v4t-A,,inside
gu6p1iUCr0XxdQmR3raLPw,Jnoj2AM8DM6i8BmuY5I5bg,,food
VK2lIzoVJOHSZJsiWWIC4g,ZY8uFfNsgzDjj2Vo9f-79A,,food
R77bBQfbFBjtqfVKMx_VTw,NQQoPz85Z2UJB6Z2oxF5sQ,,food
5aKoh1_j9X27L1P9X9dzgA,DayOugHV95YF9sNGzRXn4Q,,food
nb_gbA9ZDT_t4QedmqOw0A,_x_MnsCkP45IH1xEiQi65A,,food
FcrgSsXzjIafg80IkgeOdA,5YmOtISO-UIOfY5fD3cmUg,Tacos can be customized with flavorful favorites like grilled adobo chicken or grilled ranch steak and 3-cheese queso,food
wGYQmcyHm-zyX6GO9u5nlg,4TRhstjI8orLhmYthguk9g,"Salads are made with crisp romaine and optional flame-grilled fajita vegetables, freshly-made pico de gallo and chile corn salsa",food
UeZabDnHi2ja3r7y5bOx1g,eqRvPmxAV7oTEZtUyR4cXA,Large side was half full and dry. Disappointing..,food
1O0teX-jRsmxqDYmRNncSg,hgdmgDykLO2HyO2UzSCZzQ,,food
ex8RrhAhVVexndFhmNfG1Q,yjoZaLP97HIfDDWV9JmRRA,"maple caramelized squash with thick cut bacon, ginger, garlic, soy and toasted coconut",food
c-SkUPd0MKdtshiZL33Xnw,bwdq7R8bulbLp1NyXyjrIg,,food
I6m2ToW_-7mGaX0oY2TG8g,KSNqY-8S6M0HSC2ULOBqhg,Bacon Ranch Combo,food
RvqMPaivRyEc4uvSSpfYGw,fd7n6yMe9V43BogAYhrUHA,,food
B8oETYiwY33NGixjU6Z0oA,TGFQwHEZBV0sO6MZ2VkwZg,,food
9QWwqxQkG8Q_cwvkRwPvYQ,0xHMEWkDyi5gxwK6Xa214g,Exterior image of a Tropical Smoothie Cafe!,outside
LjSvLbbzFnFc6JScXH3r3w,-LwY-_hw73uDa9_O_YdaAg,,food
FFaR1oEJbzjn7CohqIt6TQ,Lm6DzYHPr2fjxLWZBzrIgg,,food
6fjUPCJx12TYkQxyio1oVQ,ICWL4ILzqq1hOYDuD90lnA,,food
3nDBtuuOuNxUWIDeYowyvA,Y9BHT9WHTDS96a5GbSZKxg,,food
mP71DEtW0lCr75eh5ZcN6Q,WuIwk7gQzPQ9WyOqZrOgKA,Our popular Kale Chop,food
58mmFQ8vSPKMbd7J7aUJuQ,a-vSk74chVVi6cs1nSqJKw,,food
V0ffRTuD2eZkUn6dyZAgRw,FwC0NzEqVwbvaJ_ky_4rxA,,food
QR4LGIUwFmQvozSOT16qvQ,9od0kBOFIfi7BlbZMmTKpg,,outside
5H8WYKx5hayYr9e88w5uug,VZxYjhlt9-jfAwlO4BHxOA,A burrito bowl topped with freshly grilled adobo chicken brings the flavor!,food
DmulwmgbC7Qs1BfB7wx5tA,6TK-Td2HQeltDSYbtN0mIw,,food
PP3BBaVxZLcJU54uP_wL6Q,z5SBTB_tcBhiUyxMBvsE2Q,,outside
wu2nJ5lW0tCU3VYa80i8Uw,sc7RJgWt0ii-wBpKIoPnXg,BBQ Cheese burger,food
ytynqOUb3hjKeJfRj5Tshw,HUCU2vGCZ3nnOWdEhBRNsA,,food
0-CQlqMMOrwMhy4EgW4tfw,7Wep7gT8oIZIxhD1eY4log,,food
LDT8yxH7BdanU9BUnBnRHA,UTCmpPHMjWVwE9T4Br9JNg,,food
M7QK0xvLZFd36igjpnvG7A,ZajtbxKeDG1O00_P2lB3-Q,,outside
dzD2Oax8JtMDMwsyq-Hs1w,_DmLTp7xiZIEC1DRfhKRfQ,Family Meals come with all of the fixings to make flavorful tacos or bowls for 4-5 people,food
q0xcJfaHQaP4tR43LQrLPg,VwJeuwUBFAgkO8X5aPwo8g,,food
AT6UYfUBqYQJ-fuGdu-zMg,FOkNJABf-Hvim9lww_W6eA,,food
yQK-MSBijno2iMfUZ2JjzQ,L4z6DUv0C-zDkPXkm37B8Q,"Flavorful burritos, quesadillas and salads are made with freshly prepared ingredients like hand-smashed guac and pico de gallo",food
AfM_dYO_LTqQz33qHbT45A,1G6ADADdX2aWK718Dw3lZw,,food
qs6H_gmYAre_F0N79GkutQ,476u6bSopgm0qZCFV8XZlg,,food
OvEH3jzoSeVv5DxcmP65fg,3fO-ZVC8ZSbEeckUMPOdMA,Wendy's Taco Salad,food
ZXmmYVlS2wzLZsedgLx86g,pldfmJ7mb-Z3_Wkpxzh21A,,food
jpAcVXIMhiCM-XiryRWOcA,3Q_xk4XFOrZF6oXIL83MYA,,food
NPFkTeTE0J040qW854cBhQ,lSzQwDOEsaaaD74WJi-fSA,,food
83-4B6_SweNpX7pN35HmqQ,RdsgMSnHy_t2kokhbVFdGg,,food
PP3BBaVxZLcJU54uP_wL6Q,Qp1tjfC4aRGy-buShtnKJQ,Front view,outside
QBnteiO92wOvE1WCYjMC_w,eKX7ijtbYjgDfUaTWU8g5Q,$2 Loaded Mexican Chicken Taco!! Choose as Many Ingredients as you Want!,food
FkOyfVNPixRJtFmdduL3gQ,riJoB11bPboM81jil9ZIlw,,food
EXhyD9yiJRN6BQ8QQp4DPQ,tvgwhVwHFRrKVs7gmKswNA,Bacon King Jr,food
bMMf5bjTAT8LrwhE84ZuNw,AB1H9dTXKRerYQVyOnPNsQ,,food
kBDcEKcbWcPn_MQewb5mJg,d3ie4g7hJgCqlc4Q4K_DSA,,food
TIQdj6RzQ9pExOqeq9gpkw,V3yokTcn3bECuok7BX96Gw,,drink
P8tNjsI6jE--HsvfeW-Mcw,Aaq97SmI8437CvMZdUsuyg,,food
rdNO_v6CLPItazpu6zCIBA,w4Hs254gxQi1h8Te79_ofw,,food
7HE_mWkvZ8GxsP0sLP-_ng,3ZaTKafVZ38hP_DC1gi6mg,,inside
enpWixDr9xWVZVcmzzAbVw,YZhpAeR9QHWNnqZ-cr9OMw,,outside
ADe114o7Z4vb1O6HkM6YEA,xw8nfL1crKackGImjHOmuQ,Buffalo cheesesteak,food
7KKre8EbV95w_MbYTknCPw,YfVZ8x-_EM4Y30aw_eksPg,,food
dT2qCOVDh0fPrt21YW9DYQ,7lXpPajdK9kdLj-xFE1xaw,,food
tBnPLFSvHuyNgurZGN8dYg,yLAl-BCndtc5se-DOLZkEw,QDOBA's signature 3-cheese queso pairs perfectly fried in-house tortilla chips or on any entrée at no additional charge!,food
8rlM4KdEUd6pQD9MiRo9fg,alMFtEsfyb3R7b_i3dqUkg,Order and get a table on the waterway.,outside
wPxYR_TT_YZaInsioaum1Q,MhgzJ5iJH9d-n5wYoypPug,,food
64DfFB2Dkf1HWT6l2mCvcw,RNtijceyh_auMojIFdibWQ,,food
IXv-g1iK3Hwsnxp0vT8OgA,cZ4bYbRNWGREQt5YwLMB8g,,food
SFafZpcCcjO28VzimGmKrQ,b_AikddAf1NKNp7nl_7cjQ,Lunch buffet,inside
TuupKNRAgv3KSexiMsNNgA,u4-P6-QLba_1IwP9LLaTYg,Chicago hot dog,food
iS8b7k0mLIScPbMpT0aQGQ,KBd9W6Ru6z4_FsmIIpF3AA,,inside
x2WLaFlWmF8RoC4ZRTUU6g,v5geJVd4Ged1-g1ExPgpgA,,inside
JQoNVHadytqJLf6GosxNDQ,Cco19VOn5wGmQFV1qWTjgQ,,food
qq8gB4rJ4FNixqvywD4S1Q,d0tqthL4iRfAkKQFBCINNg,,food
InR_GtAeH4YjQJfYeKHo0w,TQklwVcnZbtlvMs4an-HEg,,food
bzdETZxh4oL3QChnN2DCFg,cAuEpzgYsbwLWYvaPntn8w,,food
tf6S06LD09IFDHUpOPqPaw,kGub8pV_tEFY4yRH54sFJg,Logo on the side of the building,outside
SP9nuwW2EfwiwiAs-y8zug,-EAsYd-cMltlyjxtz_COqA,,food
OsPksSR_68bmTWWI6oHb0w,BhGm-Ee7lBhTMWkgFdXS5g,,food
Voe6M8FbJcC6MlNOkf1WJA,TlyNTOj9hwFsCGa7y9NCbQ,,food
lBHZc-fGzL8fRWREy7VlZA,kW3c1XLb2vv1pQainkuu8w,,food
YwxnKaMrUVtBygE8kagsVw,i_vr-7RRXDbk95ZUOioCfQ,,outside
rj0XlR3uXbH_pt7UWP3NQg,xs5YBX1WBN8eqExXcSjbXw,Just soooooo freshhhh!!,food
G_rh60tPxsdVRkHSdk4bug,5GVow1r7GMrK9cQpSxHpvQ,,food
hlwkV6_RgFXYdkijQzdykg,pKMcJm7cuOkEESRhF9yNnA,Neon sign - look closely. . .,outside
U1zLm06-q4NaIcoOBYhj2Q,O53aBoETpK1KdL7t1OuE1A,,food
FBEKo4Ffv0J5blD5kHSeEg,UY7eoGZBVY1XIfI55oCetw,,food
yghCRxGNOlD6-iCZVoVL8w,-gFVl3uKO2eyMQLQWJIwdQ,,food
ckf4bmTIyheoCXfcFkYkaw,BockMEYUTklUMQV7sQJxlQ,,food
tMLxlEWVqPMIhZ8wPpIp5g,5BxA53bQZsuu_Df5fZmaQQ,,food
wB2KlEL6sGW1LCIKNnj4sQ,kpZ6qfCh-SgLZt94zX6Lbg,QDOBA's signature 3-cheese queso pairs perfectly fried in-house tortilla chips or on any entrée at no additional charge!,food
N8kV7EYGQwvCQo-54ss0Xw,T_FXIRHKYE1_0h2cYW_b4Q,Sausage Biscuit,food
YMxOjiZfWyN94L8XkZGPRQ,rsQi4x8vy5ZGFr9X1NyEzw,Housemade potato and vegetable soup. Even broth made from scratch,food
daJi3RqUR6N0xWDDlZxtaA,odxqtaxe8NTeudhOzjKDZA,Welcome to Arby's on Dickerson. Nicely landscaped with a traditional fast food exterior.,outside
y77Rf5aezhj92pi1juN93g,xvuIQsygZft1PXoNpyc7Iw,Michelada,drink
