"business_id","name","stars","state","city","address","postal_code","categories","is_open","latitude","longitude","by_appointment_only","accepts_credit_cards","monday_hours","tuesday_hours","wednesday_hours","thursday_hours","friday_hours","saturday_hours"
"xYmyJQiCnsMdxHpMQomxqQ","McDonald's","2.5","IN","Avon","6856 E US Hwy 36","46123","Fast Food, Restaurants, Burgers, Coffee & Tea, Food","1","39.7632800176","-86.4024388685",NULL,"True","4:0-0:0","4:0-0:0","4:0-0:0","4:0-0:0","0:0-0:0","0:0-0:0"
"6tfH-0BnhzDc29p712rUUg","McDonald's","2.0","IN","Avon","10747 E US 36","46123","Food, Coffee & Tea, Fast Food, Burgers, Restaurants","1","39.7631306455","-86.3319026988",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0"
"wPwxfwrSNMmqxEHMzGG1Jw","McDonald's","1.0","LA","Avondale","2951 Hwy 90","70094","Sandwiches, Coffee & Tea, Burgers, Food, Restaurants, Fast Food","1","29.9091675264","-90.2043836564",NULL,NULL,"5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0"
"pvGBHwMceiP6c6L41aL2tw","McDonald's","1.0","LA","Belle Chasse","7862 Hwy 23","70037","Fast Food, Restaurants, Coffee & Tea, Food, Burgers, Sandwiches","1","29.8625218447","-89.996875897",NULL,"True","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0"
"G1vUqy1-vDsCbCFrZkFnuQ","McDonald's","1.5","IL","Belleville","1153 N Green Mount Rd","62221","Food, Coffee & Tea, Restaurants, Fast Food, Burgers","1","38.56986","-89.929873",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"Jn5nZ0b-cdBS2xHnF4msug","McDonald's","1.5","IL","Belleville","7301 Westfield Plz","62223","Restaurants, Fast Food, Burgers, Coffee & Tea, Food","0","38.544739774","-90.0519396365",NULL,"True","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0"
"3aG8idCwlP-loKf8_hxcRQ","McDonald's","1.5","IL","Belleville","4422 W Main St","62223","Restaurants, Coffee & Tea, Fast Food, Burgers, Food","1","38.5401027559","-90.0235039741",NULL,NULL,"4:0-0:0","4:0-0:0","4:0-0:0","4:0-0:0","4:0-0:0","4:0-0:0"
"7dtnDUJuF6cyqkv5Hvuumg","McDonald's","2.0","IL","Belleville","125 S Belt E","62220","Fast Food, Coffee & Tea, Burgers, Food, Restaurants","1","38.5029623421","-89.9821762982",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"3bmrxhqVpB5XCg-4j6y39A","McDonald's","1.5","IL","Belleville","906 Carlyle Ave","62221","Restaurants, Coffee & Tea, Food, Burgers, Fast Food","1","38.5175290922","-89.9490435503",NULL,"True","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-1:0","5:0-1:0"
"yzz9gwayRptbwV7l5cHtRQ","McDonald's","2.0","PA","Bensalem","1240 Bristol Pike","19020","Restaurants, Food, Burgers, Coffee & Tea, Fast Food","1","40.0715989","-74.9662345648",NULL,"True","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0"
"NGK31ST2C3sT1uwNtAeFdw","McDonald's","4.0","PA","Bensalem","1930 Street Rd","19020","Restaurants, Coffee & Tea, Burgers, Fast Food, Food","0","40.096573","-74.9457398",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"s5J4_ZJpBqsPYuq8ddZkOw","McDonald's","1.5","NJ","Berlin","230 White Horse Pike","08009","Fast Food, Burgers, Restaurants, Coffee & Tea, Food","1","39.7893260018","-74.9271516743",NULL,"True","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0"
"5mfbqMGaexZBtjLOtF9usA","McDonald's","1.5","NJ","Berlin","270 Route 73 N","08091","Restaurants, Coffee & Tea, Burmese, Burgers, Fast Food, Food","1","39.8084804095","-74.9317386746",NULL,"True","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0"
"jXb9PQf1Sss5ukgNVB1a1w","McDonald's","2.0","PA","Berwyn","260 W Swedeford Rd","19312","Food, Coffee & Tea, Burgers, Fast Food, Restaurants","1","40.0706682341","-75.4426981509",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0"
"Q3ZVqlnrW0OQsakX-yLwvQ","McDonald's","2.5","IL","Bethalto","2 Plaza Dr","62010","Coffee & Tea, Food, Fast Food, Restaurants, Burgers","1","38.9012586403","-90.0575624647",NULL,NULL,"5:30-23:0","5:30-23:0","5:30-23:0","5:30-23:0","5:30-0:0","5:30-0:0"
"nRv9MgxFMhONywEpxyI6uw","McDonald's","2.0","NJ","Beverly","4295 Us-130","08010","Burgers, Food, Coffee & Tea, Restaurants, Fast Food","1","40.0464888539","-74.9044445157",NULL,"True","5:30-23:30","5:30-23:30","5:30-23:30","5:30-0:30","5:30-0:30","5:30-0:30"
"FId1uY73JcswBn6oz5gTEQ","McDonald's","2.0","NJ","Blackwood","1521 Blackwood Clementon Rd","08012","Fast Food, Food, Desserts, Restaurants, Coffee & Tea, Burgers","1","39.8035166","-75.0437818",NULL,"True","5:0-1:0","5:0-1:0","5:0-1:0","5:0-1:0","5:0-1:0","5:0-1:0"
"sW6AmF-EUVRoOCtd5FJyCg","McDonald's","2.0","ID","Boise","8571 W Franklin Rd","83709","Coffee & Tea, Food, Restaurants, Burgers, Fast Food","1","43.6046541998","-116.288703382",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-0:0","5:0-0:0"
"ZhcVjB2jA5nhzpTKjuR5cA","McDonald's","2.0","ID","Boise","8300 W Overland Rd","83709","Burgers, Restaurants, Food, Coffee & Tea, Fast Food","1","43.5923261","-116.285445",NULL,"True","7:0-22:0","7:0-22:0","7:0-22:0","7:0-22:0","7:0-22:0","7:0-22:0"
"KEA0YPercPSPYh1JcpkV2A","McDonald's","2.0","ID","Boise","7222 Overland Rd","83709","Burgers, Food, Coffee & Tea, Fast Food, Restaurants","1","43.5906860024","-116.2720964849",NULL,"True","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-1:0","5:0-1:0"
"sZs1UrdLUMQ6khJGXSvObg","McDonald's","2.5","ID","Boise","510 N Orchard","83704","Fast Food, Burgers, Coffee & Tea, Restaurants, Food","1","43.609381","-116.242945",NULL,"True","5:30-23:0","5:30-23:0","5:30-23:0","5:30-23:0","5:30-23:0","5:30-23:0"
"yvk6mmjToQHHqeT17nrQ_A","McDonald's","1.5","ID","Boise","2510 Fairview Ave","83702","Fast Food, Coffee & Tea, Food, Burgers, Restaurants","1","43.62109","-116.221601",NULL,"True","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","6:0-0:0"
"sPFVy3YI8viClkH08SPLeg","McDonald's","2.5","ID","Boise","9804 Fairview Ave","83704","Fast Food, Restaurants, Coffee & Tea, Burgers, Food","1","43.6203666997","-116.3047306663",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"bwDeI0YRqn7rToBwH4ptKQ","McDonald's","2.0","ID","Boise","1185 Vista Ave","83705","Burgers, Restaurants, Coffee & Tea, Food, Fast Food","1","43.593852489","-116.2141993",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"ef-uoHTDLBaoDZrc-MOtSg","McDonald's","2.5","ID","Boise","6574 S Federal Way","83716","Burgers, Fast Food, Coffee & Tea, Restaurants, Food","1","43.542302","-116.154943",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-0:0","5:0-0:0"
"mM4vtt-BVT_80J9JSKdw7Q","McDonald's","2.0","ID","Boise","4825 N Glenwood St","83714","Food, Fast Food, Restaurants, Coffee & Tea, Burgers","1","43.6488241","-116.2803522",NULL,"True","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0"
"y5fT2Nx49cWtmQTJzkphmg","McDonald's","2.5","ID","Boise","1375 S Broadway Ave","83706","Food, Fast Food, Coffee & Tea, Burgers, Restaurants","1","43.5962307","-116.1941742",NULL,"True","5:30-0:0","5:30-0:0","5:30-0:0","5:30-0:0","5:30-0:0","5:30-0:0"
"pnR9ex4IWiYrnexU6qNP9Q","McDonald's","2.0","ID","Boise","7811 Fairview Ave","83704","Fast Food, Restaurants, Burgers, Coffee & Tea, Food","1","43.6190482864","-116.2797448039",NULL,"True","5:30-23:0","5:30-23:0","5:30-23:0","5:30-23:0","5:30-0:0","5:30-0:0"
"cwzn8WC2mIUvC4DaXqhsSA","McDonald's","1.5","PA","Boothwyn","518 Conchester Hwy","19061","Food, Fast Food, Coffee & Tea, Restaurants, Burgers","1","39.849662","-75.449727",NULL,"True","5:0-1:0","5:0-1:0","5:0-1:0","5:0-1:0","5:0-1:0","5:0-1:0"
"WQv2RGlyOIlDsUmF63nh-Q","McDonald's","2.5","NJ","Bordentown","255 Rt 130","08505","Fast Food, Food, Restaurants, Burgers, Coffee & Tea","1","40.138756685","-74.7075864673",NULL,"True","5:30-23:0","5:30-23:0","5:30-23:0","6:30-23:0","5:30-0:0","5:30-0:0"
"VTOeRnkozjB4wLJhWhS3BA","McDonald's","2.0","FL","Brandon","985 E Bloomingdale Ave","33511","Restaurants, Food, Coffee & Tea, Fast Food, Burgers","1","27.893238","-82.270428",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"A1lAqN3SOaBLoo6NqVcy4Q","McDonald's","2.0","FL","Brandon","11110 Causeway Blvd","33511","Sandwiches, Burgers, Food, Fast Food, Restaurants, Coffee & Tea","1","27.925332","-82.325395",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"9DhjKaR2f9wKATnUvxBAgg","McDonald's","1.5","FL","Brandon","11212 Causway Blvd","33511","Coffee & Tea, Food, Burgers, Fast Food, Restaurants","1","27.923798","-82.323313",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"QwwNjAyC5I8inmb2lNYrAA","McDonald's","1.5","FL","Brandon","502 W Brandon Blvd","33511","Fast Food, Coffee & Tea, Burgers, Food, Restaurants","1","27.938249","-82.2916695",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"HoXdBq2Puaj69d8z6lgiVw","McDonald's","2.0","TN","Brentwood","410 Old Hickory Blvd","37211","Burgers, Food, Fast Food, Restaurants, Coffee & Tea","1","36.0409200175","-86.7450345308",NULL,"True","5:0-4:0","5:0-4:0","5:0-4:0","5:0-4:0","5:0-4:0","5:0-4:0"
"zZ_xsIQfotnHe25MxQyg0g","McDonald's","2.0","MO","Brentwood","1595 S Hanley","63144","Restaurants, Burgers, Fast Food, Food, Coffee & Tea","1","38.6267","-90.335488",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"fKbrDP45PmhwvVkNx3Tuow","McDonald's","2.5","TN","Brentwood","6720 Nolensville Pike","37027","Fast Food, Restaurants, Food, Burgers, Coffee & Tea","1","35.9975745877","-86.6899944842",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-0:0","5:0-0:0"
"9SVub2VmfgMmyqe3KQh3bA","McDonald's","2.0","TN","Brentwood","109 E Park Dr","37027","Food, Burgers, Fast Food, Restaurants, Coffee & Tea","1","36.0353716033","-86.7917333543",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0"
"MLNZIwvYb7MiVkSm0lFFhA","McDonald's","1.5","MO","Bridgeton","12499 Natural Bridge Rd","63044","Coffee & Tea, Food, Restaurants, Fast Food, Burgers","0","38.7573818003","-90.4300734401",NULL,"True","5:0-23:30","5:0-4:0","0:0-0:0","4:0-23:30","5:0-23:30","5:0-23:30"
"R22wAKcMz5BsZSQBRcyLHQ","McDonald's","1.5","PA","Bristol","75 Bristol Commerce Park","19007","Coffee & Tea, Restaurants, Fast Food, Burgers, Food","1","40.1004620596","-74.8694463819",NULL,"True","5:30-0:0","5:30-0:0","5:30-0:0","5:30-0:0","5:30-0:0","5:30-0:0"
"nEAxkQ4m0rbSAjD8mxaVrQ","McDonald's","1.5","PA","Bristol","3120 Veterans Hwy","19007","Coffee & Tea, Burgers, Restaurants, Fast Food, Food","1","40.1250626","-74.8812765",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-4:0","0:0-0:0"
"40N6HwvUOiRvvdOfMX7wXQ","McDonald's","1.0","PA","Brookhaven","4206 Edgemont Ave","19015","Coffee & Tea, Food, Burgers, Fast Food, Restaurants","1","39.8728792323","-75.3897660971",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"qXctAMyV6n9PSjPQuUSEpw","McDonald's","2.0","PA","Broomall","2601 W Chester Pike","19008","Restaurants, Burgers, Food, Coffee & Tea, Fast Food","1","39.9823796125","-75.3614473343",NULL,"True","4:0-0:0","4:0-0:0","4:0-0:0","4:0-0:0","0:0-0:0","0:0-0:0"
"JG98smIWipytmzzvo4lBTw","McDonald's","2.5","IN","Brownsburg","873 E Main St","46112","Food, Fast Food, Coffee & Tea, Restaurants, Burgers","1","39.8376531783","-86.382996887",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0"
"WRh6AOkXFl1qtnlCYUUQ6Q","McDonald's","2.5","IN","Brownsburg","1031 N Green St","46112","Coffee & Tea, Burgers, Fast Food, Restaurants, Food","1","39.8562456409","-86.3919309023",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0"
"W0JwMDaPz4KxJPqiUuh45A","McDonald's","1.5","PA","Bryn Mawr","1257 Lancaster Ave","19010","Coffee & Tea, Food, Fast Food, Restaurants, Burgers","1","40.026761","-75.328401",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"enfQ1SHv5PpO_Pq8BvtCRg","McDonald's","1.5","NJ","Burlington","615 York St","08016","Coffee & Tea, Burgers, Food, Restaurants, Fast Food","1","40.0718217649","-74.8530936241",NULL,"True","6:0-0:0","6:0-0:0","6:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"LpoGxHNR-cEbaWhAaU1Nlg","McDonald's","3.0","NJ","Burlington","2102 Mt Holly Rd","08016","Restaurants, Coffee & Tea, Burgers, Fast Food, Food","1","40.0498755088","-74.8403297448",NULL,NULL,"6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0"
"QDgGe--XQrPrap3u5EjAmg","McDonald's","1.5","IL","Cahokia","1110 Camp Jackson Rd","62206","Fast Food, Coffee & Tea, Burgers, Food, Restaurants","1","38.5629175855","-90.1775099337",NULL,"True","5:30-23:0","5:30-23:0","5:30-23:0","5:30-23:0","5:30-23:0","5:30-23:0"
"4h7LohcAIj--xLHiF6ydzA","McDonald's","1.5","IN","Camby","8270 Windfall Ln","46113","Burgers, Restaurants, Coffee & Tea, Food, Fast Food","1","39.6430322975","-86.3326263428",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-0:0","5:0-0:0"
"AqYorZLGd1DP68eL5hQN3Q","McDonald's","1.5","NJ","Camden","1 Haddon Ave","08103","Restaurants, Food, Fast Food, Burgers, Coffee & Tea","1","39.9438221104","-75.1173561375",NULL,"True","4:0-1:0","4:0-1:0","4:0-1:0","4:0-1:0","4:0-1:0","4:0-1:0"
"03YfclexPdS_yrIbU6ahaA","McDonald's","1.0","NJ","Camden","2720 Mount Ephraim Ave","08104","Food, Burgers, Coffee & Tea, Fast Food, Restaurants","1","39.9105894","-75.098077365",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"ZnRFh390K4vgTvbNKi59GA","McDonald's","3.0","IN","Carmel","11550 N Illinois","46032","Fast Food, Restaurants, Food, Burgers, Coffee & Tea","1","39.9547773","-86.1631344",NULL,"True","5:30-22:0","5:30-22:0","5:30-22:0","5:30-22:0","5:30-22:0","5:30-22:0"
"Oj3vZFPN5xh-MwK268WqLg","McDonald's","2.0","IN","Carmel","750 E Carmel Dr","46032","Breakfast & Brunch, Restaurants, Coffee & Tea, Burgers, Fast Food, Food","1","39.962477","-86.114508",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-1:0","5:0-1:0"
"b8jbsZHfrGZCVPjI9KXV_g","McDonald's","2.0","CA","Carpinteria","1115 Casitas Pass Rd","93013","Fast Food, Burgers, Coffee & Tea, Restaurants, Food","1","34.396815","-119.512362",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"5D-Gjagh385iopO3xqjjIQ","McDonald's","1.5","IL","Caseyville","1 Rauckman Dr","62232","Burgers, Coffee & Tea, Fast Food, Restaurants, Food","1","38.6131177","-90.0457877",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"CzsnLeW_yFwmmcdvmy9bMw","McDonald's","1.5","AZ","Catalina","15885 N Oracle Rd","85739","Restaurants, Fast Food, Food, Burgers, Coffee & Tea","1","32.4941906","-110.9263891223",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-0:0","5:0-0:0"
"dr_nIjj7A0PYfaN6qS2yng","McDonald's","2.0","PA","Chalfont","4272 County Line Rd","18914","Burgers, Food, Restaurants, Fast Food, Coffee & Tea","1","40.2657993","-75.2266889",NULL,"True","5:30-23:0","5:30-23:0","5:30-23:0","5:30-23:0","5:30-23:0","5:30-23:0"
"d9i5hq9hIjmp7RN2hsOTzQ","McDonald's","2.0","LA","Chalmette","3401 Paris Rd","70043","Restaurants, Fast Food, Food, Burgers, Coffee & Tea","1","29.9504074597","-89.9591526389",NULL,NULL,"0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"RMZOOXWt6S0FkzjsuwjP0g","McDonald's","2.5","LA","Chalmette","8319 W Judge Perez","70043","Fast Food, Coffee & Tea, Food, Burgers, Restaurants","1","29.953599","-89.978079",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"-7Rx5jVeQmlVoAU_oXrzew","McDonald's","1.0","NJ","Cherry Hill","24 W Marlton Pike","08034","Burgers, Fast Food, Restaurants, Food, Coffee & Tea","1","39.9147636602","-75.0127789378",NULL,"True","5:30-0:0","5:30-0:0","5:30-0:0","5:30-0:0","5:30-0:0","5:30-0:0"
"-iXlYo2AI1iHgpeZnv5sPw","McDonald's","1.5","NJ","Cherry Hill","2428 Kaighns Ave","08002","Burgers, Coffee & Tea, Restaurants, Food, Fast Food","1","39.941452","-75.0079164281",NULL,"True","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0"
"_4g4EBJowOS_LXbyMB7DnQ","McDonald's","2.5","NJ","Cherry Hill","801 Rt 38","08002","Burgers, Food, Restaurants, Fast Food, Coffee & Tea","1","39.9360793228","-75.0441165268",NULL,"True","5:30-0:0","5:30-0:0","5:30-0:0","5:30-0:0","5:30-0:0","5:30-0:0"
"phh8Fo60_xBmNXyvdovTbQ","McDonald's","1.5","MO","Chesterfield","13559 Olive St Rd","63017","Fast Food, Coffee & Tea, Food, Restaurants, Burgers","1","38.680101","-90.5010232329",NULL,"True","5:30-23:0","5:30-23:0","5:30-23:0","5:30-23:0","5:30-23:0","5:30-23:0"
"oLV14RPXy_gCS9gvlAofSg","McDonald's","2.0","MO","Chesterfield","101 Lamp And Lantern Vlg","63017","Coffee & Tea, Burgers, Restaurants, Fast Food, Food","1","38.6261663223","-90.5164505448",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0"
"3CDGF41-vPznG9zY0-05wQ","McDonald's","2.5","NJ","Cinnaminson","100 Rt 130 N","08077","Fast Food, Burgers, Restaurants, Coffee & Tea, Food","1","39.9887813273","-75.0075486302",NULL,"True","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0","6:0-0:0","6:0-0:0"
"59fWFpyDg01BTEH-Hh6jdw","McDonald's","1.5","DE","Claymont","2702 Philadelphia Pike","19703","Food, Coffee & Tea, Fast Food, Burgers, Restaurants","1","39.794113","-75.4673805",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"dAKbutwo3PmXq1G_EMwDlw","McDonald's","2.0","FL","Clearwater","539 S Missouri Ave","33756","Restaurants, Coffee & Tea, Food, Fast Food, Burgers","1","27.9597999388","-82.7871286704",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"FZy-r97c8ifPtl8FMz7r-A","McDonald's","2.5","FL","Clearwater","3470 Ulmerton Rd","33762","Burgers, Food, Coffee & Tea, Restaurants, Fast Food","1","27.8931639901","-82.6810041151",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"qWhYKRqQf1RRUzxZdXbM_g","McDonald's","2.5","FL","Clearwater","29978 US Hwy 19 N","33761","Food, Coffee & Tea, Burgers, Fast Food, Restaurants","1","28.04453","-82.7391839109",NULL,"True","5:0-0:0","5:0-0:0","5:0-0:0","5:0-0:0","5:0-1:0","5:0-1:0"
"iryPcdtXO3HQfUzXBqzckw","McDonald's","2.0","FL","Clearwater","2871 Gulf To Bay Blvd","33759","Coffee & Tea, Restaurants, Food, Burgers, Fast Food","1","27.960214","-82.718385",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"6vXFb9q_dfhI67hma3xRjA","McDonald's","1.5","FL","Clearwater","2454 Mcmullen Booth Rd","33759","Restaurants, Coffee & Tea, Burgers, Food, Fast Food","1","28.010488743","-82.7084478406",NULL,"True","5:0-23:0","5:0-23:0","5:0-23:0","5:0-23:0","5:0-0:0","5:0-0:0"
"ccH0aidX_Z7FeAGW2oejog","McDonald's","2.0","FL","Clearwater","1860 Gulf To Bay Blvd","33765","Fast Food, Burgers, Restaurants, Coffee & Tea, Food","1","27.9609322909","-82.760405",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"LdiNRhW7nBqHub1d3Q4cOw","McDonald's","3.0","FL","Clearwater","1500 S Belcher Rd","33764","Coffee & Tea, Restaurants, Fast Food, Burgers, Food","1","27.9417703716","-82.7463810845",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"iZi0sfFccB8ZiC2NZun3Yg","McDonald's","1.5","FL","Clearwater","1934 N Hercules Ave","33763","Fast Food, Food, Burgers, Restaurants, Coffee & Tea","1","27.9908382224","-82.755264515",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"a_gAQfVy9Op95AGdZ7PFXA","McDonald's","2.0","FL","Clearwater Beach","347 S Gulfview Blvd","33767","Restaurants, Food, Fast Food, Burgers, Coffee & Tea","1","27.9719517219","-82.8292235025",NULL,"True","4:0-1:0","5:30-1:0","5:0-1:0","4:0-1:0","5:0-3:0","4:0-3:0"
"5cpb23lEQ5brolyKRVBhgA","McDonald's","2.0","PA","Clifton Heights","531 Baltimore Pike","19018","Burgers, Restaurants, Food, Coffee & Tea, Fast Food","1","39.9263250384","-75.3069104161",NULL,"True","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
